integrationSite;gene;Bcells;Monocytes;Neutrophils;NKcells;Tcells;cellCount;key;Bcells_corrected;Monocytes_corrected;Neutrophils_corrected;NKcells_corrected;Tcells_corrected;Bcells_corrected_prop;Monocytes_corrected_prop;Neutrophils_corrected_prop;NKcells_corrected_prop;Tcells_corrected_prop;Bcells_transf_logCLR;Monocytes_transf_logCLR;Neutrophils_transf_logCLR;NKcells_transf_logCLR;Tcells_transf_logCLR;cluster_num;cluster
chr3+87989092;HTR1F;0;0;1;1;5;7;FR01|m48|Blood;0.000297544129966784;0.00057089605559675;7.87467372749219;0.495303098398218;0.637047329575353;3.30314917509593e-05;6.33773160075595e-05;0.87419711590409;0.054985457823657;0.070721017464495;-3.3201;-2.9236;24.9927;4.9864;6.1738;2;GM
chr4-105264706;TET2,TET2-AS1;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4-122995112;SPATA5;0;0;0;0;8;8;FR01|m48|Blood;0.000327438088703902;0.000889501248356673;0.00798945449334893;0.00386000391339553;1.02002494336912;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4-139117948;ELF2;0;3;2;0;0;5;FR01|m48|Blood;0.000196643380334917;2.1974017179579;15.7613601894989;0.00684775509270294;0.00121925484927273;1.09446819491467e-05;0.122301919732039;0.877238145856761;0.000381129033825786;6.78606954249728e-05;-3.3307;17.0057;37.1379;-0.9477;-2.1767;2;GM
chr4-162325909;FSTL5;1;0;2;0;1;4;FR01|m48|Blood;0.375221352804595;0.000226710089149261;15.7442198386432;0.00633886507422156;0.129091658821843;0.0230833024189824;1.39470142361332e-05;0.968571178505417;0.000389961654387996;0.00794161040697633;3.1136;-3.5924;30.2638;-1.4375;0.4866;2;GM
chr4-2860334;ADD1;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4-40154571;N4BP2;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4-43757611;LVCAT1;3;0;0;0;0;3;FR01|m48|Blood;1.12769638285007;0.000300602612821622;0.0173571249710474;0.0018784361013291;3.90338718698377e-05;0.982937607893921;0.000262015217630464;0.0151290463979661;0.00163730727179914;3.4023218683745e-05;33.8086;-1.509;2.6915;-0.211;-2.8793;6;B
chr4-45487624;GABRG1;0;0;0;0;17;17;FR01|m48|Blood;0.000694929766240086;0.00188780998886707;0.0169562122886366;0.00819217955931651;2.16482358011673;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4-5020885;CYTL1;0;0;0;0;7;7;FR01|m48|Blood;0.000286383160150814;0.000777973568899108;0.00698771860886176;0.00337602788755695;0.892131907656173;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4-6841052;KIAA0232;0;0;0;0;4;4;FR01|m48|Blood;0.000163218374491548;0.000443390530526415;0.00398251095540023;0.0019240998100412;0.508452800517329;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4-727767;PCGF3;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4-82950341;LIN54;1;0;1;1;0;3;FR01|m48|Blood;0.375105511350175;0.000115942393744489;7.87546154343749;0.493519691171507;0.000714473948692895;0.0428941183076284;1.32582609523512e-05;0.900575888515874;0.056435033289854;8.17016256909688e-05;4.8635;-3.7185;27.5586;6.1488;-2.6269;2;GM
chr4+118323625;PRSS12;0;0;3;0;0;3;FR01|m48|Blood;0.000252086029182582;2.28267923399663e-05;23.6061690599603;0.00784533065882187;0.00177846375791757;1.06743439114244e-05;9.66578880319418e-07;0.999580848626628;0.000332203088852862;7.53073617271608e-05;-1.8437;-3.3866;73.2708;0.303;-0.4348;5;G
chr4+156891107;PDGFC;1;0;0;0;3;4;FR01|m48|Blood;0.375134403969192;0.000431827399200569;0.00875283785609628;0.00206479239337102;0.380572745407999;0.48912076711081;0.00056304019711771;0.0114124290421572;0.00269218932916944;0.496211574320746;9.8757;-2.3442;-0.2299;-1.2506;9.9663;6;B
chr4+168310571;DDX60;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4+1845693;LETM1;2;2;0;0;0;4;FR01|m48|Blood;0.750043527938626;1.46432024255233;0.0274781417743986;0.00232710180084771;4.83571378648902e-05;0.334211622083743;0.652485922861694;0.0122439751723587;0.00103693244277811;2.15474394260417e-05;13.0502;18.3314;0.0935;-1.3259;-3.8045;6;B
chr4+5030600;CYTL1;0;1;1;0;1;3;FR01|m48|Blood;0.000134622740374445;0.73338532325051;7.87770488919255;0.00363885631642333;0.128497073378951;1.53971389257104e-05;0.083879110444172;0.900992776237313;0.000416185081947006;0.0146965310976427;-3.76;7.0507;25.2953;-1.6768;0.8346;2;GM
chr4+54703233;KIT;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4+69680305;UGT2A1;0;1;1;1;0;3;FR01|m48|Blood;0.00010280996234931;0.733282164485885;7.8776696139736;0.493434792633316;0.000712709758439451;1.12913432699135e-05;0.0805344194639795;0.865183390264509;0.0541926239211265;7.82750071147259e-05;-3.8526;7.6513;26.4233;5.6167;-2.6971;2;GM
chr4+81178139;PRKG2,LOC101928942;1;2;0;1;0;4;FR01|m48|Blood;0.375040529565901;1.46422864691903;0.0226725396547509;0.49198234553441;0.000144048626684412;0.159315921202459;0.62199927033205;0.00963121651219091;0.208992400594369;6.1191358930565e-05;3.2668;10.0455;-0.4795;4.3215;-3.8281;6;B
chr4+86786699;PTPN13;0;0;0;0;22;22;FR01|m48|Blood;0.000899203069284723;0.00244272819885105;0.021940459128524;0.0106002553951963;2.80116941634701;0.000316949794924388;0.000861009296040012;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr4+96900375;STPG2-AS1;0;0;1;0;6;7;FR01|m48|Blood;0.000329356907991919;0.000674054820221533;7.87470900271115;0.00550716208132565;0.764831693195864;3.8093332750121e-05;7.79610019873998e-05;0.910786757683581;0.0006369569077869;0.0884602310738944;-2.766;-2.3008;33.7445;-0.8076;12.0912;2;GM
chr5-103193943;PPIP5K2;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5-145722021;PRELID2;1;0;3;0;0;4;FR01|m48|Blood;0.375264326552436;0.000122791340471685;23.6119411227455;0.00846999926799027;0.00179144436153466;0.0156375840861404;5.11681973428286e-06;0.983929695998792;0.000352952083081199;7.46510122518293e-05;6.7795;-3.461;45.5034;-0.6127;-1.7408;2;GM
chr5-173915495;CPEB4;0;2;1;0;0;3;FR01|m48|Blood;0.00010307556851356;1.46412792238685;7.8846570361908;0.00369287480211819;0.000615217183269894;1.10203578673584e-05;0.156537712097822;0.842990666491227;0.000394824908225842;6.5776144857164e-05;-3.3525;18.723;36.1282;-0.9538;-2.2276;2;GM
chr5-177244812;NSD1;0;2;0;0;2;4;FR01|m48|Blood;0.000101156749225544;1.46434336881498;0.0179374879730065;0.00204571663418807;0.255808467356526;5.81281721235546e-05;0.841462423833694;0.0103075019347876;0.00117553964059252;0.146996406418802;-3.2794;19.8928;0.0034;-1.29;7.3734;3;M
chr5-27970985;LINC02103;0;3;2;1;1;7;FR01|m48|Blood;0.000246940459415959;2.19752161455219;15.7633283860489;0.497611643461272;0.129220962654657;1.32849900678406e-05;0.118223044098314;0.848041108937999;0.0267706869771766;0.00695187499644286;-4.226;5.2369;18.1373;0.6451;-0.1893;2;GM
chr5-32409062;ZFR;0;0;3;0;0;3;FR01|m48|Blood;0.000252086029182582;2.28267923399663e-05;23.6061690599603;0.00784533065882187;0.00177846375791757;1.06743439114244e-05;9.66578880319418e-07;0.999580848626628;0.000332203088852862;7.53073617271608e-05;-1.8437;-3.3866;73.2708;0.303;-0.4348;5;G
chr5-34030261;C1QTNF3-AMACR,C1QTNF3;0;0;0;0;9;9;FR01|m48|Blood;0.000367491677536184;0.000998308740510394;0.00896675779528764;0.00433217564592098;1.14479863674761;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5-76376762;SV2C;0;0;0;0;4;4;FR01|m48|Blood;0.000163218374491548;0.000443390530526415;0.00398251095540023;0.0019240998100412;0.508452800517329;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5-81730526;SSBP2;0;0;2;1;1;4;FR01|m48|Blood;0.000218354431869431;0.000135114455850324;15.7394142365236;0.495994108807784;0.129187350310663;1.33428114975575e-05;8.25633214572876e-06;0.961775932102375;0.0303083195567041;0.00789414919727771;-3.1876;-3.4743;38.7161;7.6445;2.0152;2;GM
chr5+137869340;MYOT;1;0;0;0;2;3;FR01|m48|Blood;0.375094350380359;0.000323019907046848;0.00777553455415758;0.00159262066084557;0.255799052029513;0.585550079624993;0.000504258014283447;0.0121381856930049;0.00248619888256083;0.399321277785158;11.2601;-2.3956;-0.1756;-1.2846;8.8376;6;B
chr5+138005415;FAM13B;0;0;1;2;0;3;FR01|m48|Blood;0.000102512977450102;2.43467604455524e-05;7.87065594131784;0.983174934905069;0.000810165437512417;1.1577150140086e-05;2.74956506106814e-06;0.888860784264592;0.111033394195438;9.14948247694305e-05;-2.7221;-3.5924;49.5516;24.5935;-1.3108;5;G
chr5+139328760;MATR3;0;4;0;0;0;4;FR01|m48|Blood;3.81251629736907e-05;2.93065268673661;0.0318942828466213;0.00215730472446582;4.48287573580024e-05;1.28593251518009e-05;0.988486680876651;0.010757697059321;0.000727642342737416;1.51203961387797e-05;-2.8634;46.4372;5.2621;-0.113;-2.766;3;M
chr5+14986439;ANKH;0;0;0;0;17;17;FR01|m48|Blood;0.000694929766240086;0.00188780998886707;0.0169562122886366;0.00819217955931651;2.16482358011673;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5+163866525;MAT2B;0;0;0;0;4;4;FR01|m48|Blood;0.000163218374491548;0.000443390530526415;0.00398251095540023;0.0019240998100412;0.508452800517329;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5+172219723;UBTD2;0;0;0;0;8;8;FR01|m48|Blood;0.000327438088703902;0.000889501248356673;0.00798945449334893;0.00386000391339553;1.02002494336912;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5+176464765;FAF2;0;1;0;2;0;3;FR01|m48|Blood;2.80234364830704e-05;0.733282924469938;0.00991305465236553;0.981099594756439;0.000228560598236876;1.62496891465295e-05;0.425201940750309;0.00574819068642108;0.568901085568483;0.000132533305640006;-3.6259;19.8172;0.0219;22.4941;-2.3442;3;M
chr5+177195372;NSD1;0;0;1;0;3;4;FR01|m48|Blood;0.000206192122332653;0.000339471781848839;7.87170379505768;0.0040552340038099;0.381152586057021;2.49704134536021e-05;4.11109340778832e-05;0.953284228918146;0.000491099604488642;0.0461585901298337;-2.7891;-2.4685;38.9382;-0.7163;10.3183;2;GM
chr5+177226476;NSD1;0;0;0;0;5;5;FR01|m48|Blood;0.000204273303044636;0.000554918209983979;0.00498424683988741;0.00240807583587978;0.636345836230277;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5+177482596;PDLIM7;0;2;1;0;0;3;FR01|m48|Blood;0.00010307556851356;1.46412792238685;7.8846570361908;0.00369287480211819;0.000615217183269894;1.10203578673584e-05;0.156537712097822;0.842990666491227;0.000394824908225842;6.5776144857164e-05;-3.3525;18.723;36.1282;-0.9538;-2.2276;2;GM
chr5+179864850;TBC1D9B;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5+40558362;PTGER4;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5+62573597;IPO11;0;1;1;1;0;3;FR01|m48|Blood;0.00010280996234931;0.733282164485885;7.8776696139736;0.493434792633316;0.000712709758439451;1.12913432699135e-05;0.0805344194639795;0.865183390264509;0.0541926239211265;7.82750071147259e-05;-3.8526;7.6513;26.4233;5.6167;-2.6971;2;GM
chr5+67052566;MAST4;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr5+83048009;TMEM167A;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6_GL000256v2_alt-3979151;HLA-DRB1;0;0;3;0;0;3;FR01|m48|Blood;0.000252086029182582;2.28267923399663e-05;23.6061690599603;0.00784533065882187;0.00177846375791757;1.06743439114244e-05;9.66578880319418e-07;0.999580848626628;0.000332203088852862;7.53073617271608e-05;-1.8437;-3.3866;73.2708;0.303;-0.4348;5;G
chr6-143481836;PEX3;0;0;0;1;3;4;FR01|m48|Blood;0.000131405596466413;0.000340231765901632;0.00394723573644855;0.491720036126933;0.380668436896818;0.00014986826587108;0.00038803480309125;0.0045018278575152;0.560807386367628;0.434152882705895;-2.6611;-2.0309;-0.2866;16.9485;14.9064;4;T
chr6-144372920;UTRN;0;0;0;0;4;4;FR01|m48|Blood;0.000163218374491548;0.000443390530526415;0.00398251095540023;0.0019240998100412;0.508452800517329;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-144414085;UTRN;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-157854681;SNX9;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-17673826;NUP153;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-25507314;CARMIL1;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-33552372;BAK1;0;0;0;3;0;3;FR01|m48|Blood;2.76553581182627e-05;2.5042368230401e-05;0.00289194768379467;1.46706835308709;0.000325180338137253;1.88088417456234e-05;1.7031706440648e-05;0.00196685886649922;0.99777614034965;0.000221160235664166;-2.315;-2.3798;1.1471;53.2919;-0.5605;1;K
chr6-34685168;C6ORF106;0;0;0;0;4;4;FR01|m48|Blood;0.000163218374491548;0.000443390530526415;0.00398251095540023;0.0019240998100412;0.508452800517329;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-35635641;FKBP5;0;0;2;2;0;4;FR01|m48|Blood;0.000186541653844296;3.19556912255412e-05;15.7393789613046;0.985790045124676;0.00140298669015161;1.1152268210129e-05;1.91044966120418e-06;0.940968261082555;0.0589347995771603;8.38766224130929e-05;-2.6123;-3.6797;53.4248;20.6003;-1.2186;5;G
chr6-35671062;FKBP5;1;0;0;0;2;3;FR01|m48|Blood;0.375094350380359;0.000323019907046848;0.00777553455415758;0.00159262066084557;0.255799052029513;0.585550079624993;0.000504258014283447;0.0121381856930049;0.00248619888256083;0.399321277785158;11.2601;-2.3956;-0.1756;-1.2846;8.8376;6;B
chr6-36538235;STK38;0;0;0;0;4;4;FR01|m48|Blood;0.000163218374491548;0.000443390530526415;0.00398251095540023;0.0019240998100412;0.508452800517329;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-37180241;PIM1;0;3;1;0;0;4;FR01|m48|Blood;0.000112614703940723;2.19739410902712;7.8926371695121;0.00423264487309565;0.000626433596633543;1.11554899246963e-05;0.217671467277862;0.781836042210981;0.000419281191392999;6.20538298392647e-05;-3.3751;21.1878;34.5941;-0.9492;-2.3032;2;GM
chr6-38073594;ZFAND3;0;0;0;0;4;4;FR01|m48|Blood;0.000163218374491548;0.000443390530526415;0.00398251095540023;0.0019240998100412;0.508452800517329;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-42000428;CCND3;0;1;0;1;1;3;FR01|m48|Blood;5.98362145082049e-05;0.733386083234562;0.00994832987131721;0.491303658439547;0.128012924218748;4.39096931674944e-05;0.538181737478135;0.00730039685446108;0.360534052353693;0.0939399036205435;-3.9331;10.0619;-0.5705;7.6809;2.0349;6;B
chr6-42596707;UBR2;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6-42813822;GLTSCR1L;0;1;0;0;2;3;FR01|m48|Blood;9.16489925333395e-05;0.733489241999187;0.00998360509026889;0.00150772212265462;0.255797287839259;9.1569372410592e-05;0.732852022736131;0.009974931826758;0.00150641228806554;0.255575063776635;-3.1382;16.8512;-0.0308;-1.2668;9.3122;3;M
chr6-45362782;SUPT3H,RUNX2;1;0;0;0;2;3;FR01|m48|Blood;0.375094350380359;0.000323019907046848;0.00777553455415758;0.00159262066084557;0.255799052029513;0.585550079624993;0.000504258014283447;0.0121381856930049;0.00248619888256083;0.399321277785158;11.2601;-2.3956;-0.1756;-1.2846;8.8376;6;B
chr6-57116241;ZNF451,LOC101927211;1;1;1;0;1;4;FR01|m48|Blood;0.375146863263628;0.733485287798641;7.88347695197774;0.00426352492559173;0.128510053982568;0.0411125135894387;0.0803829828135436;0.86395378732635;0.00046724161550332;0.0140834746551646;0.1344;1.0755;11.6402;-2.6611;-0.2846;6;B
chr6-78960677;PHIP;0;2;1;0;0;3;FR01|m48|Blood;0.00010307556851356;1.46412792238685;7.8846570361908;0.00369287480211819;0.000615217183269894;1.10203578673584e-05;0.156537712097822;0.842990666491227;0.000394824908225842;6.5776144857164e-05;-3.3525;18.723;36.1282;-0.9538;-2.2276;2;GM
chr6+108603026;FOXO3;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6+109145418;CEP57L1;0;0;0;0;4;4;FR01|m48|Blood;0.000163218374491548;0.000443390530526415;0.00398251095540023;0.0019240998100412;0.508452800517329;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6+123886904;NKAIN2;0;0;1;3;0;4;FR01|m48|Blood;0.000111684034512457;3.26512990103898e-05;7.87161496767057;1.4696834633067;0.000918001590776441;1.19545837810267e-05;3.49497303963822e-06;0.842572360801546;0.157313927370075;9.82622715588662e-05;-2.7844;-3.5305;47.0343;26.8318;-1.3516;5;G
chr6+124029873;NKAIN2;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6+135798013;PDE7B;2;0;0;0;2;4;FR01|m48|Blood;0.750106590903613;0.000422984455178566;0.0135475973393408;0.00221728927001397;0.25581203263313;0.733883010102807;0.000413835992054402;0.0132545849291621;0.00216933292345328;0.250279236052523;13.5341;-2.4626;-0.0836;-1.3127;6.7761;6;B
chr6+13667724;RANBP9;0;2;2;0;0;4;FR01|m48|Blood;0.000187104244907754;1.46413553131763;15.7533800561776;0.00630798502172548;0.00120803843590908;1.08622275282155e-05;0.0849995321119393;0.914553267313722;0.000366206381818535;7.01319649917266e-05;-3.2893;14.6483;38.4784;-0.9277;-2.1091;2;GM
chr6+155889116;MIR1202;1;0;0;0;2;3;FR01|m48|Blood;0.375094350380359;0.000323019907046848;0.00777553455415758;0.00159262066084557;0.255799052029513;0.585550079624993;0.000504258014283447;0.0121381856930049;0.00248619888256083;0.399321277785158;11.2601;-2.3956;-0.1756;-1.2846;8.8376;6;B
chr6+17873154;KIF13A;0;0;0;0;5;5;FR01|m48|Blood;0.000204273303044636;0.000554918209983979;0.00498424683988741;0.00240807583587978;0.636345836230277;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6+20677422;CDKAL1;0;0;4;0;0;4;FR01|m48|Blood;0.000336114705576776;3.0435723119955e-05;31.4748920799471;0.0104604408784292;0.00237128501055675;1.06743439114244e-05;9.66578880319417e-07;0.999580848626628;0.000332203088852861;7.53073617271608e-05;-1.8437;-3.3866;73.2708;0.303;-0.4348;5;G
chr6+25021735;RIPOR2;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6+25381792;CARMIL1;1;0;0;0;2;3;FR01|m48|Blood;0.375094350380359;0.000323019907046848;0.00777553455415758;0.00159262066084557;0.255799052029513;0.585550079624993;0.000504258014283447;0.0121381856930049;0.00248619888256083;0.399321277785158;11.2601;-2.3956;-0.1756;-1.2846;8.8376;6;B
chr6+26496457;BTN1A1;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6+34692734;C6ORF106;1;0;1;0;1;3;FR01|m48|Blood;0.3751373241282;0.000219101158369272;7.87549681865644;0.00372375485461427;0.128498837569204;0.0447493654418356;2.61361298222764e-05;0.939451935349499;0.000444199113463839;0.0153283639653789;4.0685;-3.461;25.6164;-1.6377;0.8943;2;GM
chr6+35593228;FKBP5;0;0;0;2;1;3;FR01|m48|Blood;5.95392296089969e-05;0.000128265509123128;0.00293465721555816;0.9810438007113;0.128110379897821;5.35291557249459e-05;0.000115317992138647;0.00263842384462448;0.882014206870635;0.115178522136877;-2.8479;-2.3567;-0.1709;28.0895;10.6552;1;K
chr6+35682247;FKBP5;1;2;1;0;0;4;FR01|m48|Blood;0.375115316091767;1.46422788693498;7.89042909897599;0.0043175434112866;0.000628197786886987;0.038533762809264;0.150412973486957;0.810545211885922;0.000443520129923242;6.45316879337603e-05;1.6634;7.0309;18.8001;-2.0423;-3.2696;2;GM
chr6+36468416;KCTD20;0;0;0;0;3;3;FR01|m48|Blood;0.000122163445938459;0.00033186285106885;0.00298077507091306;0.00144012378420261;0.380559764804381;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6+36479088;KCTD20;0;2;2;0;0;4;FR01|m48|Blood;0.000187104244907754;1.46413553131763;15.7533800561776;0.00630798502172548;0.00120803843590908;1.08622275282155e-05;0.0849995321119393;0.914553267313722;0.000366206381818535;7.01319649917266e-05;-3.2893;14.6483;38.4784;-0.9277;-2.1091;2;GM
chr6+41905286;MED20;1;0;0;0;8;9;FR01|m48|Blood;0.375339678611957;0.000989465796488391;0.0137615172785322;0.00448467252256393;1.02003792397274;0.265330242340761;0.000699460287654744;0.00972811275373959;0.00317024635293363;0.721071938264912;6.423;-2.1987;-0.327;-1.1286;12.49;6;B
chr6+42583491;UBR2;0;0;0;0;5;5;FR01|m48|Blood;0.000204273303044636;0.000554918209983979;0.00498424683988741;0.00240807583587978;0.636345836230277;0.000316949794924388;0.000861009296040013;0.00773354124209586;0.00373636266202487;0.987352137004915;-1.881;-1.164;0.0643;-0.1504;26.0408;4;T
chr6+56676014;DST;0;1;2;0;0;3;FR01|m48|Blood;0.00017759648821555;0.733281404501832;15.7454261732948;0.00576999051019203;0.00119685891864203;1.07726605795133e-05;0.0444794362734216;0.955087195411324;0.000349996500144021;7.25991545308322e-05;-3.2227;10.9186;40.5911;-0.8692;-2.0009;2;GM
